drugbank_id	entrez_gene	affinity_nM	n_pairs
DB07630	2147	101	3
DB07630	2159	18.7167581377518	3
DB07632	759	1486.559936122	1
DB07632	760	17.786589758364	1
DB07632	761	14600	1
DB07632	763	43	1
DB07632	765	114	1
DB07632	766	5.4	1
DB07632	768	5.47722557505166	1
DB07632	771	36	1
DB07632	11238	30	1
DB07637	5786	4600	1
DB07638	2099	8.34985029805924	1
DB07638	2100	0.44	1
DB07642	1565	9380	1
DB07642	1719	125001	1
DB07642	28960	7.62	1
DB07643	28960	43.94	1
DB07644	1719	25	2
DB07647	5566	200001	1
DB07648	5566	200001	1
DB07649	4507	0.7	1
DB07651	5770	1750	1
DB07653	5566	200001	1
DB07654	5566	200001	1
DB07655	5566	200001	1
DB07658	2147	0.24	2
DB07662	640	7396.31462283752	1
DB07662	660	476.204441050777	1
DB07662	695	5830	1
DB07662	1956	3.10320079174411	1
DB07662	2064	9.2042198662735	1
DB07662	2066	12	1
DB07662	2534	300001	1
DB07662	3702	30001	1
DB07662	3718	5603.85046195917	1
DB07662	6714	27001	1
DB07662	6794	10001	1
DB07664	1956	10001	1
DB07664	2932	140	1
DB07664	3791	32	1
DB07664	5159	1600	1
DB07664	5610	1600	1
DB07665	2147	1.2	1
DB07666	1803	3.4	1
DB07666	54878	6440	1
DB07666	91039	10900	1
DB07670	1557	20000	1
DB07670	1559	10000	1
DB07670	1562	12000	1
DB07675	5465	980	2
DB07675	5468	90	2
DB07677	142	173.205080756888	1
DB07677	10039	2000	1
DB07680	1215	36	1
DB07680	1511	9499.99999999999	1
DB07689	1719	10000	1
DB07690	6555	6300	1
DB07700	8644	6.9	1
DB07701	43	12.9318573183453	1
DB07701	3757	1995.26	1
DB07701	10280	15	1
DB07701	11255	350	1
DB07702	6462	234	1
DB07704	81890	3700	1
DB07705	1576	430.5	1
DB07705	1586	325	1
DB07705	1595	50	1
DB07705	4190	25000	1
DB07705	4886	5146	1
DB07705	7334	20001	1
DB07706	2539	72500	1
DB07706	55811	3000	1
DB07711	100	2	5
DB07711	5138	635	3
DB07711	5141	16001	1
DB07711	5142	16001	1
DB07711	5143	16001	1
DB07711	5144	16001	1
DB07711	5151	16001	1
DB07711	5152	16001	1
DB07711	8622	16001	1
DB07711	8654	200001	1
DB07711	10846	16001	1
DB07713	4312	150	1
DB07713	4313	5	2
DB07713	4314	40	1
DB07713	4316	460	1
DB07713	4317	0.6	2
DB07713	4322	2.6	1
DB07715	1457	1850	1
DB07715	1991	52000	1
DB07715	2099	770	1
DB07715	2100	1500	1
DB07715	4759	760000.000000001	1
DB07715	11156	15081.0428302232	1
DB07715	64805	10001	1
DB07720	1135	10.2	1
DB07720	1137	7.6	1
DB07720	1139	1.06	2
DB07720	89832	1.06	4
DB07728	3718	501	1
DB07728	5594	4600	1
DB07728	7867	1100	1
DB07728	8550	210	1
DB07728	8569	10001	1
DB07728	9252	200001	1
DB07728	9261	2232.48740198013	1
DB07731	1025	350	1
DB07739	5409	610	2
DB07746	10988	16	1
DB07747	5409	53.6926989855572	1
DB07750	1017	1000	1
DB07755	1017	1000	1
DB07757	2099	129	3
DB07757	2100	1.5	3
DB07760	7374	40000	1
DB07765	1719	800	1
DB07767	759	34338.3167904311	1
DB07767	760	22449.9443206437	1
DB07767	761	11100	1
DB07767	762	10800	1
DB07767	763	7040	1
DB07767	765	8450	1
DB07767	766	7410	1
DB07767	768	9870	1
DB07767	771	9780	1
DB07767	3373	2000001	1
DB07767	11238	10500	1
DB07767	23632	9430	1
DB07768	367	29	1
DB07768	1576	10000	1
DB07768	1588	600	1
DB07768	1595	50000	1
DB07768	2099	10001	1
DB07768	2100	10001	1
DB07768	6462	0.631	1
DB07768	10280	1200	1
DB07768	10682	100001	1
DB07769	367	6.1	1
DB07772	4312	150	1
DB07772	4313	5	2
DB07772	4314	40	1
DB07772	4316	460	1
DB07772	4317	0.6	2
DB07772	4322	2.6	1
DB07776	142	1400	1
DB07776	367	5900	1
DB07776	759	1884.9933686886	1
DB07776	760	8754.88435103515	1
DB07776	768	4174.757477986	1
DB07776	771	7274.79209324913	1
DB07776	801	102280	1
DB07776	805	102280	1
DB07776	808	102280	1
DB07776	1588	282.842712474619	1
DB07776	5243	33884	1
DB07776	8658	320	1
DB07776	9429	21023.7960416286	1
DB07776	80351	140	1
DB07779	1803	90	1
DB07783	100	30	1
DB07785	100	9.8	1
DB07786	100	8.6	1
DB07787	142	60	1
DB07789	5347	720	1
DB07790	1017	1	1
DB07790	1019	200	1
DB07792	5836	121	1
DB07794	1432	310	1
DB07794	5594	850	1
DB07794	5595	310	1
DB07795	43	100200	1
DB07795	239	950	1
DB07795	246	1400	1
DB07795	276	19600	1
DB07795	277	19600	1
DB07795	278	19600	1
DB07795	1017	5000	1
DB07795	1432	2700	1
DB07795	3293	32400	1
DB07795	3735	15000	1
DB07795	5292	850.499853027618	1
DB07795	5602	2600	1
DB07795	7498	4330	1
DB07796	2147	57	1
DB07798	5409	99	2
DB07800	2159	5.5	1
DB07801	6790	2900	1
DB07803	5300	180000	1
DB07804	2159	534	1
DB07807	5836	850	1
DB07810	1956	2.5e+07	1
DB07810	6513	21400	1
DB07810	6523	85999.9999999999	1
DB07810	64078	32280	1
DB07811	1017	20001	1
DB07811	1432	10	1
DB07811	1436	20001	1
DB07811	1956	25001	1
DB07811	2066	25001	1
DB07811	3791	20001	1
DB07811	3932	16001	1
DB07811	5347	25001	1
DB07811	5602	16001	1
DB07811	5604	20000	1
DB07811	6446	33001	1
DB07812	207	33.7638860322683	1
DB07827	4312	30001	1
DB07827	4313	30001	1
DB07827	4314	30001	1
DB07827	4316	30001	1
DB07827	4317	100001	1
DB07827	4321	100001	1
DB07827	4322	0.67	1
DB07829	1432	600	1
DB07830	1803	4.76655011512519	2
DB07830	54878	3001	1
DB07830	91039	3001	1
DB07832	1432	400	1
DB07832	5979	25	1
DB07833	1432	240	1
DB07834	1432	480	1
DB07835	1017	20001	1
DB07835	1432	11.0287462947633	1
DB07835	1436	20001	1
DB07835	1544	10001	1
DB07835	1557	10001	1
DB07835	1559	4185.29664420576	1
DB07835	1565	10001	1
DB07835	1576	10001	1
DB07835	1956	25001	1
DB07835	2066	25001	1
DB07835	3315	53	1
DB07835	3791	20001	1
DB07835	3932	16001	1
DB07835	5347	25001	1
DB07835	5600	24	1
DB07835	5602	16001	1
DB07835	5604	50001	1
DB07835	6446	33001	1
DB07837	6446	235.457002444183	1
DB07838	7124	4723.5	1
DB07838	64127	4697	1
DB07839	1514	10001	1
DB07843	2159	47	1
DB07844	2159	15	1
DB07846	43	125	2
DB07847	2159	6	1
DB07848	2159	90	1
DB07851	1803	600	1
DB07854	208	6900	1
DB07856	208	20	1
DB07862	1719	4.5	1
DB07863	653361	50000	1
DB07866	3290	28	1
DB07866	3291	10001	1
DB07872	2159	8	2
DB07873	2224	740	1
DB07873	9453	1573.14970679843	1
DB07875	2159	10	1
DB07876	4638	10100	1
DB07876	6093	6	1
DB07876	9475	12	1
DB07876	10769	20001	1
DB07876	120892	244	1
DB07877	3326	205	1
DB07886	1576	50001	1
DB07886	2908	30	1
DB07886	5243	50001	1
DB07886	6462	631	1
DB07888	4282	8904.71491958812	3
DB07889	1017	3.16227766016838	1
DB07901	4133	9000	1
DB07901	23173	860	1
DB07902	10988	300001	1
DB07902	23173	1732.05080756888	1
DB07903	10988	500001	1
DB07903	23173	2900	1
DB07906	150	3900	1
DB07906	5409	28.2665880502051	1
DB07917	27306	7965.87547994039	1
DB07919	147	10001	1
DB07919	148	10001	1
DB07919	150	2540	1
DB07919	152	810	1
DB07919	153	10001	1
DB07919	154	10001	1
DB07919	1195	26	1
DB07919	1565	50000	1
DB07919	1859	33	1
DB07919	2534	250001	1
DB07919	2931	10001	1
DB07919	2932	10001	1
DB07919	3350	10001	1
DB07919	3351	10001	1
DB07919	3352	10001	1
DB07919	3358	9340	1
DB07919	3361	10001	1
DB07919	3362	1480	1
DB07919	3363	5500	1
DB07919	3932	250001	1
DB07919	4067	250001	1
DB07919	4128	11.3054871932802	1
DB07919	4129	120800	1
DB07919	5292	10001	1
DB07919	6530	3260	1
DB07919	6532	10001	1
DB07919	8444	512.231665994998	1
DB07919	8445	508.895767578084	1
DB07919	8798	9499.99999999999	1
DB07919	9149	166	1
DB07919	11188	550.999092558236	1
DB07919	83903	590	1
DB07919	415116	4300	1
DB07926	4312	7.34846922834953	1
DB07926	4313	9	1
DB07926	4314	9	1
DB07926	4316	30	1
DB07926	4317	0.7	1
DB07933	2099	2.86838542345377	2
DB07933	2100	0.222721178748966	2
DB07934	2147	4000	1
DB07936	983	11	2
DB07936	1017	2	2
DB07939	1636	851.14	1
DB07941	1432	4.10121933088198	1
DB07941	5600	40	1
DB07941	5601	400001	1
DB07943	1432	110	1
DB07943	5600	3450	1
DB07944	2147	23.9791576165636	1
DB07945	2167	176.210101867061	1
DB07945	2170	10001	1
DB07946	2147	47	1
DB07954	134	5900	1
DB07954	5138	13416.4078649987	1
DB07954	5152	200001	1
DB07959	207	50001	1
DB07959	2260	1400	1
DB07959	2321	720	1
DB07959	2932	744	1
DB07959	5170	2706	1
DB07959	5566	200001	1
DB07960	4759	880000	1
DB07964	4312	6.79705818718657	2
DB07964	4313	4.7	1
DB07964	4316	26	1
DB07964	4322	3	2
DB07964	6868	8.19756061276768	2
DB07965	1513	6	1
DB07965	1514	89	1
DB07965	1520	150	1
DB07967	1513	3.5	1
DB07967	1514	44	1
DB07967	1520	210	1
DB07968	5836	22.9549558919202	1
DB07969	4233	900	1
DB07973	2159	89	1
DB07974	2147	10001	1
DB07974	2159	3	1
DB07975	1723	33	1
DB07976	1723	44	1
DB07977	1723	2	1
DB07981	5743	100	2
DB07982	1017	17	1
DB07982	3757	24001	1
DB07984	5743	100	2
DB07985	2147	1200	1
DB07985	2159	34	1
DB07985	5644	99	1
DB07988	4312	3000	1
DB07988	4313	3000	2
DB07988	4314	18	2
DB07991	2099	1	3
DB07991	2100	78	3
DB07992	9356	22849.507653339	1
DB07992	9376	168849.933372803	1
DB07992	55867	181149.93789676	1
DB07995	207	1951.92619643549	1
DB07995	208	470.914170647019	1
DB07995	816	29700	1
DB07995	1452	38300	1
DB07995	1457	136700	1
DB07995	2932	15000	1
DB07995	4638	28300	1
DB07995	5566	48	1
DB07995	5578	31700	1
DB07995	5592	480	1
DB07995	6198	80	1
DB07995	9252	120	1
DB07995	9475	24	1
DB07995	10000	363.868107973205	1
DB07995	10645	29700	1
DB07995	91807	28300	1
DB07996	5566	6641	1
DB08003	5770	180	2
DB08003	5771	135	1
DB08005	1017	1517	1
DB08005	3725	704	1
DB08005	5599	13	1
DB08005	5601	25	1
DB08005	5602	57	1
DB08006	1723	200001	1
DB08008	1723	100001	1
DB08009	1956	10626.9399083974	1
DB08009	2260	170	1
DB08009	3791	129.802461327667	1
DB08009	5159	30	1
DB08019	4842	12200	1
DB08020	2099	11.4411537879709	1
DB08020	2100	0.28	1
DB08021	5599	140	1
DB08022	207	10001	1
DB08022	640	10000	1
DB08022	1432	4800	1
DB08022	1956	10001	1
DB08022	2932	40	1
DB08022	3551	10001	1
DB08022	5170	10001	1
DB08022	5292	80	1
DB08022	5595	10001	1
DB08022	5599	241.30793723979	1
DB08022	5601	410.896219521986	1
DB08022	5602	76.57939089447	1
DB08022	5604	10001	1
DB08022	5608	10000	1
DB08022	5609	10001	1
DB08022	5894	1200	1
DB08022	6197	10000	1
DB08022	6416	10001	1
DB08022	6446	10000	1
DB08022	6714	1100	1
DB08022	8445	300	1
DB08022	8550	10001	1
DB08022	9252	10000	1
DB08022	9261	10001	1
DB08022	9475	10000	1
DB08022	415116	30	1
DB08023	5602	3	1
DB08023	51135	400	1
DB08025	1432	40	1
DB08025	5599	88	2
DB08025	5602	15	2
DB08026	5602	270	1
DB08026	51135	3000	1
DB08029	4312	67	1
DB08029	4316	1600	1
DB08029	4317	4.6	1
DB08029	4321	31	1
DB08029	4322	2.7	1
DB08030	4312	190.525588832577	1
DB08030	4313	39.5979797464467	1
DB08030	4314	104.880884817015	1
DB08030	4322	64	1
DB08036	2735	1800	1
DB08036	2736	2700	1
DB08036	3718	61	1
DB08037	1062	50001	1
DB08037	3757	20500	2
DB08037	3798	50001	1
DB08037	3799	50001	1
DB08037	9493	50001	1
DB08037	9928	50001	1
DB08037	11004	50001	1
DB08037	23095	50001	1
DB08039	25	50001	1
DB08039	238	18000	1
DB08039	2322	8700	1
DB08039	2534	170	1
DB08039	4067	130	1
DB08039	5979	770	1
DB08039	6714	2413.7360485693	1
DB08039	6788	110	1
DB08039	6795	17	1
DB08039	7525	20	1
DB08039	9024	100	1
DB08039	9212	19	1
DB08040	290	7000	1
DB08040	1889	8	1
DB08040	4048	13.4164078649987	1
DB08040	4311	1.7	1
DB08040	9718	195	1
DB08044	1803	1.3	1
DB08044	54878	30001	1
DB08044	91039	4000	1
DB08046	759	348	1
DB08046	760	138	1
DB08046	761	11000	1
DB08046	762	196	1
DB08046	763	917	1
DB08046	765	1347	1
DB08046	766	2.8	1
DB08046	768	23	1
DB08046	771	4.5	1
DB08046	11238	9	1
DB08046	23632	4130	1
DB08047	2099	347.706773014274	1
DB08047	2100	106	1
DB08048	2099	48	1
DB08051	290	100001	1
DB08051	1803	70	2
DB08051	5550	1000001	1
DB08051	29952	18190	1
DB08051	54878	89122.4999649359	1
DB08051	91039	48818.7410734854	1
DB08052	2475	10	1
DB08052	3791	12	1
DB08052	5290	52	1
DB08052	6714	14	1
DB08055	3932	220	1
DB08056	3932	20	1
DB08056	6714	13	1
DB08058	142	19	1
DB08058	10039	70	1
DB08059	1263	80.2823357427524	1
DB08059	2034	3930	1
DB08059	2475	40	1
DB08059	4638	3082.20700148449	1
DB08059	5290	120	1
DB08059	5291	12.8057916498749	1
DB08059	5293	6.86828545531999	1
DB08059	5294	18.7035125843847	1
DB08059	5347	56.5623609878252	1
DB08059	10769	2800	1
DB08061	1813	1801	1
DB08061	1814	4401	1
DB08061	1815	3301	1
DB08064	1432	350	1
DB08065	6790	910	1
DB08066	6790	5.9	1
DB08067	25	4	1
DB08067	2322	10	1
DB08067	3717	1	1
DB08067	3718	1	1
DB08067	6790	3.14642654451045	1
DB08067	9212	2.7	1
DB08072	5328	5200	1
DB08073	207	0.16	1
DB08073	208	30	1
DB08073	10000	51	1
DB08079	1576	11454.2568506211	1
DB08079	4233	15.5029477570909	1
DB08083	759	50.9	1
DB08083	760	72.5	1
DB08083	761	34500	1
DB08083	762	48.9	1
DB08083	763	72.7	1
DB08083	765	25	1
DB08083	766	73.2	1
DB08083	768	6.4	1
DB08083	771	17.8	1
DB08083	11238	40.9	1
DB08083	23632	424	1
DB08084	231	30	1
DB08088	367	0.2	4
DB08089	367	2.62678510731274	1
DB08091	1432	630	1
DB08092	1432	162000	1
DB08093	1432	44000	1
DB08094	25	9187.22602120884	1
DB08094	27	10001	1
DB08094	90	10001	1
DB08094	91	10001	1
DB08094	92	10001	1
DB08094	93	10001	1
DB08094	94	10001	1
DB08094	207	10001	1
DB08094	208	10001	1
DB08094	238	10001	1
DB08094	558	10001	1
DB08094	640	10001	1
DB08094	657	10001	1
DB08094	658	10001	1
DB08094	659	10001	1
DB08094	660	10001	1
DB08094	673	10001	1
DB08094	695	10001	1
DB08094	780	10001	1
DB08094	814	10001	1
DB08094	818	1900	1
DB08094	984	2300	1
DB08094	1017	0.53	1
DB08094	1018	3.2	1
DB08094	1019	0.702922470831599	1
DB08094	1020	7.4	1
DB08094	1022	0.58	1
DB08094	1024	10001	1
DB08094	1025	15	1
DB08094	1195	66	1
DB08094	1196	80	1
DB08094	1198	13	1
DB08094	1263	10001	1
DB08094	1432	10001	1
DB08094	1436	10001	1
DB08094	1445	10001	1
DB08094	1452	10001	1
DB08094	1454	10001	1
DB08094	1455	10001	1
DB08094	1456	10001	1
DB08094	1457	10001	1
DB08094	1459	10001	1
DB08094	1613	10001	1
DB08094	1760	610	1
DB08094	1859	23	1
DB08094	1956	7596.78396455841	1
DB08094	1969	10001	1
DB08094	2011	10001	1
DB08094	2042	10001	1
DB08094	2043	10001	1
DB08094	2044	10001	1
DB08094	2045	10001	1
DB08094	2046	10001	1
DB08094	2048	10001	1
DB08094	2049	10001	1
DB08094	2050	10001	1
DB08094	2051	10001	1
DB08094	2064	10001	1
DB08094	2065	10001	1
DB08094	2066	10001	1
DB08094	2081	10001	1
DB08094	2185	10001	1
DB08094	2241	10001	1
DB08094	2242	10001	1
DB08094	2260	10001	1
DB08094	2263	10001	1
DB08094	2264	10001	1
DB08094	2268	10001	1
DB08094	2321	10001	1
DB08094	2322	10001	1
DB08094	2324	10001	1
DB08094	2444	10001	1
DB08094	2475	10001	1
DB08094	2534	10001	1
DB08094	2868	10001	1
DB08094	2872	10001	1
DB08094	2931	280	1
DB08094	2932	230	1
DB08094	3055	10001	1
DB08094	3480	10001	1
DB08094	3551	10001	1
DB08094	3645	10001	1
DB08094	3654	10001	1
DB08094	3702	10001	1
DB08094	3717	10001	1
DB08094	3718	10001	1
DB08094	3791	10001	1
DB08094	3932	10001	1
DB08094	3984	10001	1
DB08094	3985	10001	1
DB08094	4058	10001	1
DB08094	4067	10001	1
DB08094	4117	11	1
DB08094	4139	10001	1
DB08094	4145	10001	1
DB08094	4214	3500	1
DB08094	4215	10001	1
DB08094	4217	10001	1
DB08094	4233	10001	1
DB08094	4293	10001	1
DB08094	4294	10001	1
DB08094	4296	10001	1
DB08094	4593	10001	1
DB08094	4750	10001	1
DB08094	4751	10001	1
DB08094	4752	10001	1
DB08094	4914	10001	1
DB08094	4915	10001	1
DB08094	4916	10001	1
DB08094	4921	10001	1
DB08094	5058	10001	1
DB08094	5062	10001	1
DB08094	5063	10001	1
DB08094	5127	0.54	1
DB08094	5128	0.86	1
DB08094	5129	20	1
DB08094	5156	10001	1
DB08094	5159	10001	1
DB08094	5170	10001	1
DB08094	5218	11	1
DB08094	5260	10001	1
DB08094	5261	10001	1
DB08094	5287	10001	1
DB08094	5288	10001	1
DB08094	5290	10001	1
DB08094	5291	10001	1
DB08094	5292	10001	1
DB08094	5293	10001	1
DB08094	5294	10001	1
DB08094	5298	1600	1
DB08094	5347	10001	1
DB08094	5562	10001	1
DB08094	5563	10001	1
DB08094	5566	10001	1
DB08094	5567	10001	1
DB08094	5580	10001	1
DB08094	5581	10001	1
DB08094	5584	10001	1
DB08094	5585	10001	1
DB08094	5586	7300	1
DB08094	5587	10001	1
DB08094	5588	10001	1
DB08094	5593	10001	1
DB08094	5594	10001	1
DB08094	5595	10001	1
DB08094	5596	10001	1
DB08094	5597	10001	1
DB08094	5598	110	1
DB08094	5599	10001	1
DB08094	5600	10001	1
DB08094	5601	10001	1
DB08094	5602	10001	1
DB08094	5603	10001	1
DB08094	5604	10001	1
DB08094	5605	10001	1
DB08094	5606	10001	1
DB08094	5607	10001	1
DB08094	5608	10001	1
DB08094	5609	10001	1
DB08094	5610	10001	1
DB08094	5613	10001	1
DB08094	5747	10001	1
DB08094	5753	10001	1
DB08094	5871	2900	1
DB08094	5894	10001	1
DB08094	5979	10001	1
DB08094	6011	10001	1
DB08094	6093	2100	1
DB08094	6098	10001	1
DB08094	6195	10001	1
DB08094	6196	1974.94050543301	1
DB08094	6197	10001	1
DB08094	6198	10001	1
DB08094	6300	10001	1
DB08094	6416	10001	1
DB08094	6714	10001	1
DB08094	6725	10001	1
DB08094	6732	10001	1
DB08094	6787	10001	1
DB08094	6788	10001	1
DB08094	6789	10001	1
DB08094	6790	10001	1
DB08094	6792	4000	1
DB08094	6793	380	1
DB08094	6794	10001	1
DB08094	6795	10001	1
DB08094	6850	10001	1
DB08094	6885	10001	1
DB08094	7006	10001	1
DB08094	7010	10001	1
DB08094	7016	10001	1
DB08094	7046	10001	1
DB08094	7048	10001	1
DB08094	7075	10001	1
DB08094	7272	6200	1
DB08094	7294	10001	1
DB08094	7297	10001	1
DB08094	7301	10001	1
DB08094	7444	10001	1
DB08094	7465	10001	1
DB08094	7525	10001	1
DB08094	7535	10001	1
DB08094	7786	10001	1
DB08094	8394	10001	1
DB08094	8396	10001	1
DB08094	8428	10001	1
DB08094	8445	10001	1
DB08094	8476	10001	1
DB08094	8536	10001	1
DB08094	8550	10001	1
DB08094	8569	10001	1
DB08094	8573	66	1
DB08094	8576	10001	1
DB08094	8621	110	1
DB08094	8711	10001	1
DB08094	8737	10001	1
DB08094	8767	10001	1
DB08094	8780	10001	1
DB08094	8814	10001	1
DB08094	8899	10001	1
DB08094	8999	10001	1
DB08094	9024	10001	1
DB08094	9064	10001	1
DB08094	9088	10001	1
DB08094	9113	10001	1
DB08094	9149	250	1
DB08094	9201	10001	1
DB08094	9252	10001	1
DB08094	9261	10001	1
DB08094	9262	10001	1
DB08094	9344	750	1
DB08094	9448	10001	1
DB08094	9578	10001	1
DB08094	9641	10001	1
DB08094	9748	96	1
DB08094	9833	10001	1
DB08094	9874	10001	1
DB08094	9891	10001	1
DB08094	9943	10001	1
DB08094	10000	10001	1
DB08094	10114	10001	1
DB08094	10188	10001	1
DB08094	10298	10001	1
DB08094	10461	10001	1
DB08094	10494	10001	1
DB08094	10733	10001	1
DB08094	10746	10001	1
DB08094	10769	10001	1
DB08094	10783	10001	1
DB08094	11011	10001	1
DB08094	11040	10001	1
DB08094	11113	10001	1
DB08094	11183	10001	1
DB08094	11184	10001	1
DB08094	11200	10001	1
DB08094	11329	10001	1
DB08094	22858	2.2	1
DB08094	22983	10001	1
DB08094	23012	10001	1
DB08094	23043	10001	1
DB08094	23097	10001	1
DB08094	23235	10001	1
DB08094	23387	10001	1
DB08094	23396	10001	1
DB08094	23604	10001	1
DB08094	23678	10001	1
DB08094	23683	10001	1
DB08094	25778	780	1
DB08094	25989	10001	1
DB08094	26524	10001	1
DB08094	27102	10001	1
DB08094	27148	10001	1
DB08094	27330	10001	1
DB08094	27347	10001	1
DB08094	28996	10001	1
DB08094	29110	10001	1
DB08094	30811	10001	1
DB08094	51135	10001	1
DB08094	51265	10001	1
DB08094	51347	210	1
DB08094	51701	10001	1
DB08094	51765	10001	1
DB08094	53904	10001	1
DB08094	53944	10001	1
DB08094	54861	10001	1
DB08094	55351	10001	1
DB08094	55589	10001	1
DB08094	55781	10001	1
DB08094	56924	10001	1
DB08094	56997	10001	1
DB08094	57118	10001	1
DB08094	57144	10001	1
DB08094	57172	10001	1
DB08094	57396	310	1
DB08094	57551	600	1
DB08094	57787	10001	1
DB08094	65061	7.2	1
DB08094	65975	10001	1
DB08094	79837	10001	1
DB08094	79934	10001	1
DB08094	80122	10001	1
DB08094	81788	10001	1
DB08094	83732	10001	1
DB08094	83942	10001	1
DB08094	84254	10001	1
DB08094	85366	10001	1
DB08094	85443	620	1
DB08094	91754	10001	1
DB08094	91807	10001	1
DB08094	120892	10001	1
DB08094	122011	10001	1
DB08094	131890	10001	1
DB08094	140609	10001	1
DB08094	140803	10001	1
DB08094	140901	10001	1
DB08094	147746	10001	1
DB08094	150094	10001	1
DB08094	167359	10001	1
DB08094	202374	10001	1
DB08094	225689	69	1
DB08094	255239	10001	1
DB08094	282974	10001	1
DB08094	285220	10001	1
DB08094	340156	10001	1
DB08094	341676	10001	1
DB08094	388228	10001	1
DB08094	389840	10001	1
DB08094	415116	10001	1
DB08094	494551	10001	1
DB08094	100130827	10001	1
DB08094	100533105	10001	1
DB08094	102724428	10001	1
DB08094	102800317	10001	1
DB08095	1432	92	1
DB08099	5972	58	1
DB08100	240	100	1
DB08100	7276	3080	1
DB08111	4233	120	1
DB08128	5409	12649.1106406735	1
DB08129	5409	2400	1
DB08134	1017	9100	1
DB08142	25	10001	1
DB08142	27	10001	1
DB08142	90	10001	1
DB08142	91	10001	1
DB08142	92	10001	1
DB08142	93	10001	1
DB08142	94	10001	1
DB08142	207	10001	1
DB08142	208	10001	1
DB08142	238	10001	1
DB08142	558	10001	1
DB08142	640	10001	1
DB08142	657	10001	1
DB08142	658	10001	1
DB08142	659	10001	1
DB08142	660	10001	1
DB08142	673	10001	1
DB08142	695	10001	1
DB08142	780	10001	1
DB08142	814	10001	1
DB08142	818	10001	1
DB08142	984	8.4	1
DB08142	1017	30	1
DB08142	1018	60	1
DB08142	1019	15.4919333848297	1
DB08142	1020	700	1
DB08142	1022	2.8	1
DB08142	1024	10001	1
DB08142	1025	5.8	1
DB08142	1195	990	1
DB08142	1196	1700	1
DB08142	1198	370	1
DB08142	1263	10001	1
DB08142	1432	10001	1
DB08142	1436	10001	1
DB08142	1445	10001	1
DB08142	1452	10001	1
DB08142	1454	10001	1
DB08142	1455	10001	1
DB08142	1456	10001	1
DB08142	1457	10001	1
DB08142	1459	10001	1
DB08142	1613	10001	1
DB08142	1760	1100	1
DB08142	1859	120	1
DB08142	1956	10001	1
DB08142	1969	10001	1
DB08142	2011	10001	1
DB08142	2042	10001	1
DB08142	2043	10001	1
DB08142	2044	10001	1
DB08142	2045	10001	1
DB08142	2046	10001	1
DB08142	2048	10001	1
DB08142	2049	10001	1
DB08142	2050	10001	1
DB08142	2051	10001	1
DB08142	2064	10001	1
DB08142	2065	10001	1
DB08142	2066	10001	1
DB08142	2081	10001	1
DB08142	2185	10001	1
DB08142	2241	10001	1
DB08142	2242	10001	1
DB08142	2260	10001	1
DB08142	2263	10001	1
DB08142	2264	10001	1
DB08142	2268	10001	1
DB08142	2321	10001	1
DB08142	2322	10001	1
DB08142	2324	10001	1
DB08142	2444	10001	1
DB08142	2475	10001	1
DB08142	2534	10001	1
DB08142	2868	10001	1
DB08142	2872	10001	1
DB08142	2931	23	1
DB08142	2932	11	1
DB08142	3055	10001	1
DB08142	3480	10001	1
DB08142	3551	10001	1
DB08142	3645	10001	1
DB08142	3654	10001	1
DB08142	3702	10001	1
DB08142	3717	10001	1
DB08142	3718	10001	1
DB08142	3791	10001	1
DB08142	3932	10001	1
DB08142	3984	10001	1
DB08142	3985	10001	1
DB08142	4058	10001	1
DB08142	4067	10001	1
DB08142	4117	97	1
DB08142	4139	10001	1
DB08142	4145	10001	1
DB08142	4214	10001	1
DB08142	4215	10001	1
DB08142	4217	10001	1
DB08142	4233	10001	1
DB08142	4293	10001	1
DB08142	4294	10001	1
DB08142	4296	10001	1
DB08142	4593	10001	1
DB08142	4750	10001	1
DB08142	4751	10001	1
DB08142	4752	10001	1
DB08142	4914	10001	1
DB08142	4915	10001	1
DB08142	4916	10001	1
DB08142	4921	10001	1
DB08142	5058	10001	1
DB08142	5062	10001	1
DB08142	5063	10001	1
DB08142	5127	1.1	1
DB08142	5128	0.95	1
DB08142	5129	14	1
DB08142	5156	10001	1
DB08142	5159	10001	1
DB08142	5170	10001	1
DB08142	5218	16	1
DB08142	5260	10001	1
DB08142	5261	10001	1
DB08142	5287	10001	1
DB08142	5288	10001	1
DB08142	5290	10001	1
DB08142	5291	10001	1
DB08142	5292	10001	1
DB08142	5293	10001	1
DB08142	5294	10001	1
DB08142	5298	10001	1
DB08142	5347	10001	1
DB08142	5562	10001	1
DB08142	5563	10001	1
DB08142	5566	10001	1
DB08142	5567	10001	1
DB08142	5580	10001	1
DB08142	5581	10001	1
DB08142	5584	10001	1
DB08142	5585	10001	1
DB08142	5586	10001	1
DB08142	5587	10001	1
DB08142	5588	10001	1
DB08142	5593	10001	1
DB08142	5594	10001	1
DB08142	5595	10001	1
DB08142	5596	10001	1
DB08142	5597	10001	1
DB08142	5598	42	1
DB08142	5599	10001	1
DB08142	5600	10001	1
DB08142	5601	10001	1
DB08142	5602	10001	1
DB08142	5603	10001	1
DB08142	5604	10001	1
DB08142	5605	10001	1
DB08142	5606	10001	1
DB08142	5607	10001	1
DB08142	5608	10001	1
DB08142	5609	10001	1
DB08142	5610	10001	1
DB08142	5613	10001	1
DB08142	5747	10001	1
DB08142	5753	10001	1
